,pfy,mkval,bm_cut,f_cut,return,benchmark_ret,cum_return,cum_return_snp
19,2019-01-01,0.3,0.44999999999999996,8,-0.18238474367204396,1.2232908264918314,5.516251530636992,6.088057913082033
19,2019-01-01,0.3,0.44999999999999996,9,-0.24668660280354368,1.2232908264918314,4.103072333604495,6.088057913082033
19,2019-01-01,0.3,0.49999999999999994,4,-0.15181350831005447,1.2232908264918314,3.816669219682394,6.088057913082033
19,2019-01-01,0.3,0.49999999999999994,5,-0.1712792696690797,1.2232908264918314,3.99796636230262,6.088057913082033
19,2019-01-01,0.3,0.49999999999999994,6,-0.1793291758314745,1.2232908264918314,4.712595433866137,6.088057913082033
19,2019-01-01,0.3,0.49999999999999994,7,-0.20569460227432904,1.2232908264918314,5.592987152529424,6.088057913082033
19,2019-01-01,0.3,0.49999999999999994,8,-0.18051202779472542,1.2232908264918314,5.283415154599984,6.088057913082033
19,2019-01-01,0.3,0.49999999999999994,9,-0.2255008123678285,1.2232908264918314,4.20228407151264,6.088057913082033
19,2019-01-01,0.3,0.5499999999999999,4,-0.1624908852164084,1.2232908264918314,3.7262214361680845,6.088057913082033
19,2019-01-01,0.3,0.5499999999999999,5,-0.17826050972515822,1.2232908264918314,3.916690811430578,6.088057913082033
19,2019-01-01,0.3,0.5499999999999999,6,-0.1891035784867296,1.2232908264918314,4.637404185428425,6.088057913082033
19,2019-01-01,0.3,0.5499999999999999,7,-0.22108368710478568,1.2232908264918314,5.686421654494958,6.088057913082033
19,2019-01-01,0.3,0.5499999999999999,8,-0.1937968790639312,1.2232908264918314,5.059248429021406,6.088057913082033
19,2019-01-01,0.3,0.5499999999999999,9,-0.24214400428865226,1.2232908264918314,3.953046509338571,6.088057913082033
19,2019-01-01,0.3,0.5999999999999999,4,-0.17363855429381125,1.2232908264918314,3.6332577882087316,6.088057913082033
19,2019-01-01,0.3,0.5999999999999999,5,-0.18866937407456189,1.2232908264918314,3.8376951935733654,6.088057913082033
19,2019-01-01,0.3,0.5999999999999999,6,-0.2015218240921254,1.2232908264918314,4.564668712284208,6.088057913082033
19,2019-01-01,0.3,0.5999999999999999,7,-0.22904333911083208,1.2232908264918314,5.560307928027286,6.088057913082033
19,2019-01-01,0.3,0.5999999999999999,8,-0.21937044230491548,1.2232908264918314,4.558248478976904,6.088057913082033
19,2019-01-01,0.3,0.5999999999999999,9,-0.30656739871601685,1.2232908264918314,3.1545413563544944,6.088057913082033
19,2019-01-01,0.3,0.6499999999999999,4,-0.1842774615063255,1.2232908264918314,3.4888218450164246,6.088057913082033
19,2019-01-01,0.3,0.6499999999999999,5,-0.20363063231903414,1.2232908264918314,3.6048858317718127,6.088057913082033
19,2019-01-01,0.3,0.6499999999999999,6,-0.2282489441559725,1.2232908264918314,4.3104695006737765,6.088057913082033
19,2019-01-01,0.3,0.6499999999999999,7,-0.24133898640548931,1.2232908264918314,5.455173384955648,6.088057913082033
19,2019-01-01,0.3,0.6499999999999999,8,-0.22650992458234834,1.2232908264918314,4.672827878845585,6.088057913082033
19,2019-01-01,0.3,0.6499999999999999,9,-0.3509504974370005,1.2232908264918314,3.661735647803366,6.088057913082033
19,2019-01-01,0.3,0.7,4,-0.19803270282859053,1.2232908264918314,3.6558467417480873,6.088057913082033
19,2019-01-01,0.3,0.7,5,-0.21824106471404373,1.2232908264918314,3.753170344887571,6.088057913082033
19,2019-01-01,0.3,0.7,6,-0.2460677173049767,1.2232908264918314,4.521838808039343,6.088057913082033
19,2019-01-01,0.3,0.7,7,-0.2668703087883444,1.2232908264918314,5.89984399380214,6.088057913082033
19,2019-01-01,0.3,0.7,8,-0.24690157974454593,1.2232908264918314,4.669160611594102,6.088057913082033
19,2019-01-01,0.3,0.7,9,-0.39974839321990185,1.2232908264918314,2.824069349522641,6.088057913082033
19,2019-01-01,0.3,0.7499999999999999,4,-0.22087701326821788,1.2232908264918314,3.5765937950849587,6.088057913082033
19,2019-01-01,0.3,0.7499999999999999,5,-0.242630190646966,1.2232908264918314,3.7002518708235774,6.088057913082033
19,2019-01-01,0.3,0.7499999999999999,6,-0.27684086213850073,1.2232908264918314,4.1498173954139554,6.088057913082033
19,2019-01-01,0.3,0.7499999999999999,7,-0.29702942017404016,1.2232908264918314,5.959553022041136,6.088057913082033
19,2019-01-01,0.3,0.7499999999999999,8,-0.26989918594534207,1.2232908264918314,4.710332521319303,6.088057913082033
19,2019-01-01,0.3,0.7499999999999999,9,-0.4570871187250103,1.2232908264918314,2.573770816668584,6.088057913082033
19,2019-01-01,0.3,0.7999999999999998,4,-0.22288694913559665,1.2232908264918314,3.617136772532543,6.088057913082033
19,2019-01-01,0.3,0.7999999999999998,5,-0.24998943938390072,1.2232908264918314,3.549942071943832,6.088057913082033
19,2019-01-01,0.3,0.7999999999999998,6,-0.301662415166745,1.2232908264918314,3.7316571282074795,6.088057913082033
19,2019-01-01,0.3,0.7999999999999998,7,-0.31477210643411174,1.2232908264918314,5.5404722762756045,6.088057913082033
19,2019-01-01,0.3,0.7999999999999998,8,-0.28966163358183866,1.2232908264918314,3.456223314361802,6.088057913082033
19,2019-01-01,0.3,0.7999999999999998,9,-0.4570871187250103,1.2232908264918314,1.83110358545592,6.088057913082033
19,2019-01-01,0.3,0.8499999999999999,4,-0.23985583881112996,1.2232908264918314,3.5936973000701933,6.088057913082033
19,2019-01-01,0.3,0.8499999999999999,5,-0.2689267686140634,1.2232908264918314,3.397513972857519,6.088057913082033
19,2019-01-01,0.3,0.8499999999999999,6,-0.28734600587131326,1.2232908264918314,3.854584070556931,6.088057913082033
19,2019-01-01,0.3,0.8499999999999999,7,-0.2710841653070807,1.2232908264918314,6.06978601528703,6.088057913082033
19,2019-01-01,0.3,0.8499999999999999,8,-0.28298952158756135,1.2232908264918314,3.424573087618567,6.088057913082033
19,2019-01-01,0.3,0.8499999999999999,9,-0.5311643835209539,1.2232908264918314,1.7278584138152553,6.088057913082033
19,2019-01-01,0.3,0.8999999999999999,4,-0.2726227907643508,1.2232908264918314,3.5640132644514857,6.088057913082033
19,2019-01-01,0.3,0.8999999999999999,5,-0.3067696767606502,1.2232908264918314,3.0742552450644327,6.088057913082033
19,2019-01-01,0.3,0.8999999999999999,6,-0.3327580770678823,1.2232908264918314,3.7658784435677273,6.088057913082033
19,2019-01-01,0.3,0.8999999999999999,7,-0.28875764924431835,1.2232908264918314,6.2955206844289915,6.088057913082033
19,2019-01-01,0.3,0.8999999999999999,8,-0.26023010086143245,1.2232908264918314,5.75093034762818,6.088057913082033
19,2019-01-01,0.3,0.8999999999999999,9,-0.5311643835209539,1.2232908264918314,0.8121783822926687,6.088057913082033
19,2019-01-01,0.3,0.95,4,-0.32116834599317606,1.2232908264918314,2.266495251518404,6.088057913082033
19,2019-01-01,0.3,0.95,5,-0.35649382817639846,1.2232908264918314,2.018117648829049,6.088057913082033
19,2019-01-01,0.3,0.95,6,-0.3836537629024925,1.2232908264918314,3.077628719531922,6.088057913082033
19,2019-01-01,0.3,0.95,7,-0.41267579352522166,1.2232908264918314,6.869996246452437,6.088057913082033
19,2019-01-01,0.3,0.95,8,-0.2758840577836005,1.2232908264918314,6.162695551499701,6.088057913082033
15,2015-01-01,0.3,0.95,9,0.12292023185255534,0.505141894508613,0.7538260584946805,-0.5539265030351157
19,2019-01-01,0.35,0.3,4,-0.1163953195783265,1.2232908264918314,3.787002078205111,6.088057913082033
19,2019-01-01,0.35,0.3,5,-0.12236176696116156,1.2232908264918314,4.233038628097694,6.088057913082033
19,2019-01-01,0.35,0.3,6,-0.12251203929787798,1.2232908264918314,4.888715954446355,6.088057913082033
19,2019-01-01,0.35,0.3,7,-0.1396780474383813,1.2232908264918314,5.662542627978985,6.088057913082033
19,2019-01-01,0.35,0.3,8,-0.1454467130137988,1.2232908264918314,5.505152124621182,6.088057913082033
19,2019-01-01,0.35,0.3,9,-0.19412204723863344,1.2232908264918314,5.8300484815798805,6.088057913082033
19,2019-01-01,0.35,0.35,4,-0.12563714224296715,1.2232908264918314,3.804686268401631,6.088057913082033
19,2019-01-01,0.35,0.35,5,-0.13509600449297662,1.2232908264918314,4.202970130485529,6.088057913082033
19,2019-01-01,0.35,0.35,6,-0.13579478012445326,1.2232908264918314,4.783828157692181,6.088057913082033
19,2019-01-01,0.35,0.35,7,-0.15714091611212916,1.2232908264918314,5.584743117589787,6.088057913082033
19,2019-01-01,0.35,0.35,8,-0.16696829982260034,1.2232908264918314,5.01785729529053,6.088057913082033
19,2019-01-01,0.35,0.35,9,-0.26179811668455366,1.2232908264918314,5.112522541419537,6.088057913082033
19,2019-01-01,0.35,0.39999999999999997,4,-0.14138922266734413,1.2232908264918314,3.762757402247951,6.088057913082033
19,2019-01-01,0.35,0.39999999999999997,5,-0.14873602267879377,1.2232908264918314,4.169070931050747,6.088057913082033
19,2019-01-01,0.35,0.39999999999999997,6,-0.15378818705937064,1.2232908264918314,4.753227554469638,6.088057913082033
19,2019-01-01,0.35,0.39999999999999997,7,-0.1732916515617656,1.2232908264918314,5.708164165749991,6.088057913082033
19,2019-01-01,0.35,0.39999999999999997,8,-0.1766294130586433,1.2232908264918314,5.37303909632655,6.088057913082033
19,2019-01-01,0.35,0.39999999999999997,9,-0.2549247769513551,1.2232908264918314,5.000278337005502,6.088057913082033
19,2019-01-01,0.35,0.44999999999999996,4,-0.15247485241652767,1.2232908264918314,3.7747003638910783,6.088057913082033
19,2019-01-01,0.35,0.44999999999999996,5,-0.16265614144403548,1.2232908264918314,4.158871422189984,6.088057913082033
19,2019-01-01,0.35,0.44999999999999996,6,-0.16676847475853523,1.2232908264918314,4.789104570085933,6.088057913082033
19,2019-01-01,0.35,0.44999999999999996,7,-0.19192075129513805,1.2232908264918314,5.590369033159076,6.088057913082033
19,2019-01-01,0.35,0.44999999999999996,8,-0.18617926268726792,1.2232908264918314,5.386087881769222,6.088057913082033
19,2019-01-01,0.35,0.44999999999999996,9,-0.2469943659231668,1.2232908264918314,4.02842868430718,6.088057913082033
19,2019-01-01,0.35,0.49999999999999994,4,-0.15939957786539352,1.2232908264918314,3.706481421940137,6.088057913082033
19,2019-01-01,0.35,0.49999999999999994,5,-0.1706749473351198,1.2232908264918314,4.0052899184933,6.088057913082033
19,2019-01-01,0.35,0.49999999999999994,6,-0.17860043010063503,1.2232908264918314,4.7033616461299665,6.088057913082033
19,2019-01-01,0.35,0.49999999999999994,7,-0.2010664324609049,1.2232908264918314,5.4904534387387045,6.088057913082033
19,2019-01-01,0.35,0.49999999999999994,8,-0.1841911058617417,1.2232908264918314,5.09119939918518,6.088057913082033
19,2019-01-01,0.35,0.49999999999999994,9,-0.22508339318496554,1.2232908264918314,4.205915382300239,6.088057913082033
19,2019-01-01,0.35,0.5499999999999999,4,-0.16437133613902447,1.2232908264918314,3.638342313343669,6.088057913082033
19,2019-01-01,0.35,0.5499999999999999,5,-0.17501247478949264,1.2232908264918314,3.929453001811088,6.088057913082033
19,2019-01-01,0.35,0.5499999999999999,6,-0.18597628461696086,1.2232908264918314,4.638378300388813,6.088057913082033
19,2019-01-01,0.35,0.5499999999999999,7,-0.21287546304063376,1.2232908264918314,5.605205013555023,6.088057913082033
19,2019-01-01,0.35,0.5499999999999999,8,-0.19416135301273013,1.2232908264918314,4.988233864060755,6.088057913082033
19,2019-01-01,0.35,0.5499999999999999,9,-0.24272481945174754,1.2232908264918314,3.7256645773795425,6.088057913082033
19,2019-01-01,0.35,0.5999999999999999,4,-0.17700184483469653,1.2232908264918314,3.517780652474742,6.088057913082033
19,2019-01-01,0.35,0.5999999999999999,5,-0.18877848330438407,1.2232908264918314,3.787831670458117,6.088057913082033
19,2019-01-01,0.35,0.5999999999999999,6,-0.2007057925742447,1.2232908264918314,4.479635902539016,6.088057913082033
19,2019-01-01,0.35,0.5999999999999999,7,-0.22219621144044044,1.2232908264918314,5.360948627511806,6.088057913082033
19,2019-01-01,0.35,0.5999999999999999,8,-0.2184946958463783,1.2232908264918314,4.4409295163508435,6.088057913082033
19,2019-01-01,0.35,0.5999999999999999,9,-0.3132160916136343,1.2232908264918314,2.899267541384182,6.088057913082033
19,2019-01-01,0.35,0.6499999999999999,4,-0.19308630046163544,1.2232908264918314,3.3510775075089843,6.088057913082033
19,2019-01-01,0.35,0.6499999999999999,5,-0.20546049722529147,1.2232908264918314,3.601392805841752,6.088057913082033
19,2019-01-01,0.35,0.6499999999999999,6,-0.23013036250036284,1.2232908264918314,4.296241568338615,6.088057913082033
19,2019-01-01,0.35,0.6499999999999999,7,-0.23664687985011865,1.2232908264918314,5.362476165224482,6.088057913082033
19,2019-01-01,0.35,0.6499999999999999,8,-0.22965054013514064,1.2232908264918314,4.367926504696684,6.088057913082033
19,2019-01-01,0.35,0.6499999999999999,9,-0.3911364546973749,1.2232908264918314,3.261360900630071,6.088057913082033
19,2019-01-01,0.35,0.7,4,-0.2109123516610261,1.2232908264918314,3.37649248617163,6.088057913082033
19,2019-01-01,0.35,0.7,5,-0.2223227606038307,1.2232908264918314,3.634001456815837,6.088057913082033
19,2019-01-01,0.35,0.7,6,-0.25158580255123747,1.2232908264918314,4.30681355506136,6.088057913082033
19,2019-01-01,0.35,0.7,7,-0.256496979316497,1.2232908264918314,5.623204063438577,6.088057913082033
19,2019-01-01,0.35,0.7,8,-0.24131162906426887,1.2232908264918314,4.249364744483569,6.088057913082033
19,2019-01-01,0.35,0.7,9,-0.39974839321990185,1.2232908264918314,3.075382633272234,6.088057913082033
19,2019-01-01,0.35,0.7499999999999999,4,-0.23733873111197645,1.2232908264918314,3.3554824098259886,6.088057913082033
19,2019-01-01,0.35,0.7499999999999999,5,-0.24898009266399426,1.2232908264918314,3.6352268721503602,6.088057913082033
19,2019-01-01,0.35,0.7499999999999999,6,-0.28222121848106113,1.2232908264918314,4.10164410922386,6.088057913082033
19,2019-01-01,0.35,0.7499999999999999,7,-0.28823912773488203,1.2232908264918314,5.858826289163048,6.088057913082033
19,2019-01-01,0.35,0.7499999999999999,8,-0.2709279069691587,1.2232908264918314,4.25910924563594,6.088057913082033
19,2019-01-01,0.35,0.7499999999999999,9,-0.40476384514107433,1.2232908264918314,2.83973716833589,6.088057913082033
19,2019-01-01,0.35,0.7999999999999998,4,-0.24522973577936555,1.2232908264918314,3.4026173295979634,6.088057913082033
19,2019-01-01,0.35,0.7999999999999998,5,-0.2604050778995945,1.2232908264918314,3.7946439717260816,6.088057913082033
19,2019-01-01,0.35,0.7999999999999998,6,-0.313791386279981,1.2232908264918314,3.8868811989988936,6.088057913082033
19,2019-01-01,0.35,0.7999999999999998,7,-0.3122043820824229,1.2232908264918314,5.408780592977618,6.088057913082033
19,2019-01-01,0.35,0.7999999999999998,8,-0.2766390130222806,1.2232908264918314,3.540576034387537,6.088057913082033
19,2019-01-01,0.35,0.7999999999999998,9,-0.4570871187250103,1.2232908264918314,1.369477063093787,6.088057913082033
19,2019-01-01,0.35,0.8499999999999999,4,-0.2561413812504683,1.2232908264918314,3.4907651160150293,6.088057913082033
19,2019-01-01,0.35,0.8499999999999999,5,-0.2776723984363959,1.2232908264918314,3.66206957456241,6.088057913082033
19,2019-01-01,0.35,0.8499999999999999,6,-0.2988870154783537,1.2232908264918314,4.193853535571952,6.088057913082033
19,2019-01-01,0.35,0.8499999999999999,7,-0.26699200843580634,1.2232908264918314,5.361712991015928,6.088057913082033
19,2019-01-01,0.35,0.8499999999999999,8,-0.2873680193066913,1.2232908264918314,2.7511277062011943,6.088057913082033
19,2019-01-01,0.35,0.8499999999999999,9,-0.5311643835209539,1.2232908264918314,1.1567905246633976,6.088057913082033
19,2019-01-01,0.35,0.8999999999999999,4,-0.28863984462110603,1.2232908264918314,3.3635205145951144,6.088057913082033
19,2019-01-01,0.35,0.8999999999999999,5,-0.29414940401414275,1.2232908264918314,3.5169058130804407,6.088057913082033
19,2019-01-01,0.35,0.8999999999999999,6,-0.30964866947148395,1.2232908264918314,3.7776900189225175,6.088057913082033
19,2019-01-01,0.35,0.8999999999999999,7,-0.25522224925673337,1.2232908264918314,4.931454078092774,6.088057913082033
19,2019-01-01,0.35,0.8999999999999999,8,-0.23664186341261312,1.2232908264918314,4.35709695268871,6.088057913082033
19,2019-01-01,0.35,0.8999999999999999,9,-0.5311643835209539,1.2232908264918314,0.8619334386022945,6.088057913082033
19,2019-01-01,0.35,0.95,4,-0.340101664920905,1.2232908264918314,2.687526018801799,6.088057913082033
19,2019-01-01,0.35,0.95,5,-0.36534426180505486,1.2232908264918314,2.858817649389039,6.088057913082033
19,2019-01-01,0.35,0.95,6,-0.3929924909720768,1.2232908264918314,3.6310578549407433,6.088057913082033
19,2019-01-01,0.35,0.95,7,-0.3372536756265673,1.2232908264918314,5.720848803672362,6.088057913082033
19,2019-01-01,0.35,0.95,8,-0.2447701513533727,1.2232908264918314,4.709591838956741,6.088057913082033
15,2015-01-01,0.35,0.95,9,-0.07220562779482659,0.505141894508613,-0.0019895012193491546,-0.5539265030351157
19,2019-01-01,0.39999999999999997,0.3,4,-0.11327520010972672,1.2232908264918314,3.842220605034565,6.088057913082033
19,2019-01-01,0.39999999999999997,0.3,5,-0.11673406692119212,1.2232908264918314,4.292520778481261,6.088057913082033
19,2019-01-01,0.39999999999999997,0.3,6,-0.11840347109646567,1.2232908264918314,4.868399992339108,6.088057913082033
19,2019-01-01,0.39999999999999997,0.3,7,-0.13035998031683163,1.2232908264918314,5.739021448982644,6.088057913082033
19,2019-01-01,0.39999999999999997,0.3,8,-0.14069648244442245,1.2232908264918314,5.651368706176619,6.088057913082033
19,2019-01-01,0.39999999999999997,0.3,9,-0.1807242274014708,1.2232908264918314,5.533125430522847,6.088057913082033
19,2019-01-01,0.39999999999999997,0.35,4,-0.12116079907928443,1.2232908264918314,3.8703610168609375,6.088057913082033
19,2019-01-01,0.39999999999999997,0.35,5,-0.12759262447741138,1.2232908264918314,4.268063037052707,6.088057913082033
19,2019-01-01,0.39999999999999997,0.35,6,-0.12942621913332458,1.2232908264918314,4.794013416209165,6.088057913082033
19,2019-01-01,0.39999999999999997,0.35,7,-0.14484452651907848,1.2232908264918314,5.771288864785451,6.088057913082033
19,2019-01-01,0.39999999999999997,0.35,8,-0.15497752302673876,1.2232908264918314,5.40518663645708,6.088057913082033
19,2019-01-01,0.39999999999999997,0.35,9,-0.2501036480878741,1.2232908264918314,4.519759264280766,6.088057913082033
19,2019-01-01,0.39999999999999997,0.39999999999999997,4,-0.1360804258215236,1.2232908264918314,3.8254801233391547,6.088057913082033
19,2019-01-01,0.39999999999999997,0.39999999999999997,5,-0.13938484743552013,1.2232908264918314,4.282081533041288,6.088057913082033
19,2019-01-01,0.39999999999999997,0.39999999999999997,6,-0.14533998148228108,1.2232908264918314,4.804616070878344,6.088057913082033
19,2019-01-01,0.39999999999999997,0.39999999999999997,7,-0.16207615451852275,1.2232908264918314,5.919022094593797,6.088057913082033
19,2019-01-01,0.39999999999999997,0.39999999999999997,8,-0.17307725009852137,1.2232908264918314,5.760321781226995,6.088057913082033
19,2019-01-01,0.39999999999999997,0.39999999999999997,9,-0.2424230123403331,1.2232908264918314,4.856612431870216,6.088057913082033
19,2019-01-01,0.39999999999999997,0.44999999999999996,4,-0.14751432551006854,1.2232908264918314,3.8004269282591565,6.088057913082033
19,2019-01-01,0.39999999999999997,0.44999999999999996,5,-0.15351901343186103,1.2232908264918314,4.202968694888485,6.088057913082033
19,2019-01-01,0.39999999999999997,0.44999999999999996,6,-0.15939953308872534,1.2232908264918314,4.763004410919796,6.088057913082033
19,2019-01-01,0.39999999999999997,0.44999999999999996,7,-0.18073068044355017,1.2232908264918314,5.816513162229124,6.088057913082033
19,2019-01-01,0.39999999999999997,0.44999999999999996,8,-0.18424934940072263,1.2232908264918314,5.795657463478503,6.088057913082033
19,2019-01-01,0.39999999999999997,0.44999999999999996,9,-0.23292431844308598,1.2232908264918314,3.782613384424679,6.088057913082033
19,2019-01-01,0.39999999999999997,0.49999999999999994,4,-0.15455869488108892,1.2232908264918314,3.7044156717952124,6.088057913082033
19,2019-01-01,0.39999999999999997,0.49999999999999994,5,-0.16118226870087252,1.2232908264918314,4.044312085845712,6.088057913082033
19,2019-01-01,0.39999999999999997,0.49999999999999994,6,-0.16822664251199007,1.2232908264918314,4.629690091605945,6.088057913082033
19,2019-01-01,0.39999999999999997,0.49999999999999994,7,-0.1927450703419734,1.2232908264918314,5.5887216887478655,6.088057913082033
19,2019-01-01,0.39999999999999997,0.49999999999999994,8,-0.18351826696199008,1.2232908264918314,5.392726042547235,6.088057913082033
19,2019-01-01,0.39999999999999997,0.49999999999999994,9,-0.23057706028357106,1.2232908264918314,3.9463770410438936,6.088057913082033
19,2019-01-01,0.39999999999999997,0.5499999999999999,4,-0.15841842164803388,1.2232908264918314,3.618053875387961,6.088057913082033
19,2019-01-01,0.39999999999999997,0.5499999999999999,5,-0.16352464570984807,1.2232908264918314,3.956151906494015,6.088057913082033
19,2019-01-01,0.39999999999999997,0.5499999999999999,6,-0.17352228325865943,1.2232908264918314,4.574511794486017,6.088057913082033
19,2019-01-01,0.39999999999999997,0.5499999999999999,7,-0.20041435075823633,1.2232908264918314,5.72993829270892,6.088057913082033
19,2019-01-01,0.39999999999999997,0.5499999999999999,8,-0.18616370887300498,1.2232908264918314,5.5079737827634405,6.088057913082033
19,2019-01-01,0.39999999999999997,0.5499999999999999,9,-0.22131478062652496,1.2232908264918314,4.047688278639702,6.088057913082033
19,2019-01-01,0.39999999999999997,0.5999999999999999,4,-0.1732871896258329,1.2232908264918314,3.5041473199179105,6.088057913082033
19,2019-01-01,0.39999999999999997,0.5999999999999999,5,-0.17768099025207465,1.2232908264918314,3.8412909714802908,6.088057913082033
19,2019-01-01,0.39999999999999997,0.5999999999999999,6,-0.18654924357094615,1.2232908264918314,4.483369517358745,6.088057913082033
19,2019-01-01,0.39999999999999997,0.5999999999999999,7,-0.20851398554267842,1.2232908264918314,5.760118148189196,6.088057913082033
19,2019-01-01,0.39999999999999997,0.5999999999999999,8,-0.20451822515420992,1.2232908264918314,4.990037738181927,6.088057913082033
19,2019-01-01,0.39999999999999997,0.5999999999999999,9,-0.20115270359073234,1.2232908264918314,3.481264323883713,6.088057913082033
19,2019-01-01,0.39999999999999997,0.6499999999999999,4,-0.18948808207632806,1.2232908264918314,3.3134704294088415,6.088057913082033
19,2019-01-01,0.39999999999999997,0.6499999999999999,5,-0.19458617647891144,1.2232908264918314,3.6917281557823483,6.088057913082033
19,2019-01-01,0.39999999999999997,0.6499999999999999,6,-0.21642112524532656,1.2232908264918314,4.2101393356062164,6.088057913082033
19,2019-01-01,0.39999999999999997,0.6499999999999999,7,-0.22621501828825427,1.2232908264918314,5.617123212724361,6.088057913082033
19,2019-01-01,0.39999999999999997,0.6499999999999999,8,-0.2308788925447799,1.2232908264918314,4.598368774328917,6.088057913082033
19,2019-01-01,0.39999999999999997,0.6499999999999999,9,-0.3743221315520985,1.2232908264918314,3.45279967677899,6.088057913082033
19,2019-01-01,0.39999999999999997,0.7,4,-0.2018521321536258,1.2232908264918314,3.330953258162806,6.088057913082033
19,2019-01-01,0.39999999999999997,0.7,5,-0.2085700437612793,1.2232908264918314,3.667969964541814,6.088057913082033
19,2019-01-01,0.39999999999999997,0.7,6,-0.23831727067796,1.2232908264918314,4.149778046782447,6.088057913082033
19,2019-01-01,0.39999999999999997,0.7,7,-0.24087895219134497,1.2232908264918314,5.854887072522693,6.088057913082033
19,2019-01-01,0.39999999999999997,0.7,8,-0.24155574298931629,1.2232908264918314,4.618517041461035,6.088057913082033
19,2019-01-01,0.39999999999999997,0.7,9,-0.36406915077366153,1.2232908264918314,3.8759807462603444,6.088057913082033
19,2019-01-01,0.39999999999999997,0.7499999999999999,4,-0.22697029854586812,1.2232908264918314,3.14516719448408,6.088057913082033
19,2019-01-01,0.39999999999999997,0.7499999999999999,5,-0.23572758602543017,1.2232908264918314,3.4027912315949322,6.088057913082033
19,2019-01-01,0.39999999999999997,0.7499999999999999,6,-0.2697959753695896,1.2232908264918314,3.7447394242756546,6.088057913082033
19,2019-01-01,0.39999999999999997,0.7499999999999999,7,-0.27379891711647947,1.2232908264918314,5.915666769498817,6.088057913082033
19,2019-01-01,0.39999999999999997,0.7499999999999999,8,-0.26822903214924704,1.2232908264918314,4.577847256331656,6.088057913082033
19,2019-01-01,0.39999999999999997,0.7499999999999999,9,-0.3588633391864781,1.2232908264918314,3.669574113646548,6.088057913082033
19,2019-01-01,0.39999999999999997,0.7999999999999998,4,-0.23792894128107464,1.2232908264918314,3.0286724109880865,6.088057913082033
19,2019-01-01,0.39999999999999997,0.7999999999999998,5,-0.2441275376572787,1.2232908264918314,3.484430618994966,6.088057913082033
19,2019-01-01,0.39999999999999997,0.7999999999999998,6,-0.2961550257303573,1.2232908264918314,3.709411136824584,6.088057913082033
19,2019-01-01,0.39999999999999997,0.7999999999999998,7,-0.29336591096040066,1.2232908264918314,5.981610426626199,6.088057913082033
19,2019-01-01,0.39999999999999997,0.7999999999999998,8,-0.26805316044984656,1.2232908264918314,4.199719244813169,6.088057913082033
19,2019-01-01,0.39999999999999997,0.7999999999999998,9,-0.41439799658508386,1.2232908264918314,2.89300639885331,6.088057913082033
