,pfy,mkval,bm_l_cut,f_l_cut,bm_s_cut,f_s_cut,return,benchmark_ret,cum_return,cum_return_snp
19,2019-01-01,0.3,0.55,6,0.35000000000000003,3,-0.16104029625898988,1.2232908264918314,6.757141905088604,6.088057913082033
19,2019-01-01,0.3,0.55,6,0.35000000000000003,4,-0.14402679542687044,1.2232908264918314,5.182674385744296,6.088057913082033
19,2019-01-01,0.3,0.55,6,0.4,0,-0.1891035784867296,1.2232908264918314,4.637404185428425,6.088057913082033
19,2019-01-01,0.3,0.55,6,0.4,1,-0.1891035784867296,1.2232908264918314,4.69562056439976,6.088057913082033
19,2019-01-01,0.3,0.55,6,0.4,2,-0.1822437454233903,1.2232908264918314,6.96404269087836,6.088057913082033
19,2019-01-01,0.3,0.55,6,0.4,3,-0.15942509288877518,1.2232908264918314,6.215480082599457,6.088057913082033
19,2019-01-01,0.3,0.55,6,0.4,4,-0.14545628591120777,1.2232908264918314,4.647052309001246,6.088057913082033
19,2019-01-01,0.3,0.55,6,0.45,0,-0.1891035784867296,1.2232908264918314,4.637404185428425,6.088057913082033
19,2019-01-01,0.3,0.55,6,0.45,1,-0.1891035784867296,1.2232908264918314,4.698296277549013,6.088057913082033
19,2019-01-01,0.3,0.55,6,0.45,2,-0.18068278632242304,1.2232908264918314,6.544686448827857,6.088057913082033
19,2019-01-01,0.3,0.55,6,0.45,3,-0.1622469360011649,1.2232908264918314,5.7007703549686335,6.088057913082033
19,2019-01-01,0.3,0.55,6,0.45,4,-0.14291456224129118,1.2232908264918314,4.173685945262892,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.05,0,-0.22108368710478568,1.2232908264918314,5.686421654494958,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.05,1,-0.22108368710478568,1.2232908264918314,5.868096527395806,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.05,2,-0.2268440052427828,1.2232908264918314,9.03345210468589,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.05,3,-0.21997162892818417,1.2232908264918314,8.52068847697904,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.05,4,-0.18801924024268502,1.2232908264918314,7.489515063579816,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.1,0,-0.22108368710478568,1.2232908264918314,5.686421654494958,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.1,1,-0.22108368710478568,1.2232908264918314,5.873776025053832,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.1,2,-0.2262789667206647,1.2232908264918314,10.011238947870583,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.1,3,-0.2032944324046528,1.2232908264918314,9.668064055712332,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.1,4,-0.17647174944961894,1.2232908264918314,7.742459241294522,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.15000000000000002,0,-0.22108368710478568,1.2232908264918314,5.686421654494958,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.15000000000000002,1,-0.22108368710478568,1.2232908264918314,5.869396756927702,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.15000000000000002,2,-0.21414104774139456,1.2232908264918314,10.529108154144197,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.15000000000000002,3,-0.19753181965920202,1.2232908264918314,9.836366947544786,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.15000000000000002,4,-0.16435734595598459,1.2232908264918314,7.534829836750832,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.2,0,-0.22108368710478568,1.2232908264918314,5.686421654494958,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.2,1,-0.22108368710478568,1.2232908264918314,5.871158011195739,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.2,2,-0.20512304169219212,1.2232908264918314,10.242448062064694,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.2,3,-0.1806279326970942,1.2232908264918314,9.699438689814036,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.2,4,-0.14990315668805618,1.2232908264918314,6.762755619995552,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.25,0,-0.22108368710478568,1.2232908264918314,5.686421654494958,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.25,1,-0.22108368710478568,1.2232908264918314,5.858801683447395,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.25,2,-0.20512304169219212,1.2232908264918314,9.542146991369114,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.25,3,-0.17605615350596818,1.2232908264918314,8.470466466595072,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.25,4,-0.14712820623639283,1.2232908264918314,5.740722954420995,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.3,0,-0.22108368710478568,1.2232908264918314,5.686421654494958,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.3,1,-0.22108368710478568,1.2232908264918314,5.884997773255492,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.3,2,-0.20476389482903143,1.2232908264918314,8.996740245652834,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.3,3,-0.17884814104921326,1.2232908264918314,7.624812382035374,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.3,4,-0.1536421889488858,1.2232908264918314,5.040908056546533,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.35000000000000003,0,-0.22108368710478568,1.2232908264918314,5.686421654494958,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.35000000000000003,1,-0.22108368710478568,1.2232908264918314,5.852855293531478,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.35000000000000003,2,-0.19810802390532364,1.2232908264918314,8.398364823745561,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.35000000000000003,3,-0.1636474541198579,1.2232908264918314,6.970427718249445,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.35000000000000003,4,-0.13640179045195244,1.2232908264918314,4.502285932226438,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.4,0,-0.22108368710478568,1.2232908264918314,5.686421654494958,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.4,1,-0.22108368710478568,1.2232908264918314,5.814286533278887,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.4,2,-0.20397058407776114,1.2232908264918314,7.858775984613327,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.4,3,-0.16083286223097604,1.2232908264918314,6.271332546455892,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.4,4,-0.13899091053255677,1.2232908264918314,3.91226124901089,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.45,0,-0.22108368710478568,1.2232908264918314,5.686421654494958,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.45,1,-0.22108368710478568,1.2232908264918314,5.8201689720929055,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.45,2,-0.20094066393394516,1.2232908264918314,7.320677293426963,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.45,3,-0.16551377050108196,1.2232908264918314,5.6054963813594485,6.088057913082033
19,2019-01-01,0.3,0.55,7,0.45,4,-0.1354963186268916,1.2232908264918314,3.400989782547671,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.05,0,-0.1937968790639312,1.2232908264918314,5.059248429021406,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.05,1,-0.1937968790639312,1.2232908264918314,5.547907040486132,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.05,2,-0.211478300718499,1.2232908264918314,9.422329367886343,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.05,3,-0.19537052609197253,1.2232908264918314,8.210425978999712,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.05,4,-0.12428875037782088,1.2232908264918314,6.182204298293893,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.1,0,-0.1937968790639312,1.2232908264918314,5.059248429021406,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.1,1,-0.1937968790639312,1.2232908264918314,5.594341384176113,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.1,2,-0.2113373532309791,1.2232908264918314,11.709160242779996,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.1,3,-0.16160685249632933,1.2232908264918314,10.57171536182226,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.1,4,-0.11551646294782428,1.2232908264918314,6.8805985171955655,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.15000000000000002,0,-0.1937968790639312,1.2232908264918314,5.059248429021406,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.15000000000000002,1,-0.1937968790639312,1.2232908264918314,5.58728190002044,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.15000000000000002,2,-0.18217534783815986,1.2232908264918314,12.36368984319073,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.15000000000000002,3,-0.15291660306933239,1.2232908264918314,10.329532107771914,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.15000000000000002,4,-0.10131523480542241,1.2232908264918314,6.295508368429236,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.2,0,-0.1937968790639312,1.2232908264918314,5.059248429021406,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.2,1,-0.1937968790639312,1.2232908264918314,5.596938045651124,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.2,2,-0.1625456938289184,1.2232908264918314,11.410618088174633,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.2,3,-0.12229030202311839,1.2232908264918314,9.7798157467979,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.2,4,-0.08394877512803409,1.2232908264918314,5.0987816481316575,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.25,0,-0.1937968790639312,1.2232908264918314,5.059248429021406,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.25,1,-0.1937968790639312,1.2232908264918314,5.552979884354448,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.25,2,-0.1625456938289184,1.2232908264918314,10.138951724573271,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.25,3,-0.11661974254197013,1.2232908264918314,7.645643659225335,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.25,4,-0.08431960212322973,1.2232908264918314,3.9259312616104713,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.3,0,-0.1937968790639312,1.2232908264918314,5.059248429021406,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.3,1,-0.1937968790639312,1.2232908264918314,5.812490480283957,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.3,2,-0.16300504438212463,1.2232908264918314,9.344079995370231,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.3,3,-0.12600425264806178,1.2232908264918314,6.506403729857252,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.3,4,-0.10134043514875649,1.2232908264918314,3.2549448428762853,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.35000000000000003,0,-0.1937968790639312,1.2232908264918314,5.059248429021406,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.35000000000000003,1,-0.1937968790639312,1.2232908264918314,5.723374180018025,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.35000000000000003,2,-0.14866702863398598,1.2232908264918314,8.487253665447101,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.35000000000000003,3,-0.10220190377644035,1.2232908264918314,5.695385157471888,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.35000000000000003,4,-0.07913209929218074,1.2232908264918314,2.7508020445302077,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.4,0,-0.1937968790639312,1.2232908264918314,5.059248429021406,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.4,1,-0.1937968790639312,1.2232908264918314,5.593272604486638,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.4,2,-0.16314391821833718,1.2232908264918314,7.794605284290251,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.4,3,-0.10028379012705377,1.2232908264918314,4.867643854697682,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.4,4,-0.08753150367003698,1.2232908264918314,2.246719960001215,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.45,0,-0.1937968790639312,1.2232908264918314,5.059248429021406,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.45,1,-0.1937968790639312,1.2232908264918314,5.6107329404486865,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.45,2,-0.15676974991488415,1.2232908264918314,7.07156976885253,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.45,3,-0.11188797639999283,1.2232908264918314,4.118294589301623,6.088057913082033
19,2019-01-01,0.3,0.55,8,0.45,4,-0.08645834387953895,1.2232908264918314,1.81855571991332,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.05,0,-0.24214400428865226,1.2232908264918314,3.953046509338571,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.05,1,-0.24214400428865226,1.2232908264918314,6.765605445645503,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.05,2,-0.30823466574333575,1.2232908264918314,10.464969555471422,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.05,3,-0.2194016362076608,1.2232908264918314,5.15871164453986,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.05,4,-0.018464301529297317,1.2232908264918314,2.8694376946671634,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.1,0,-0.24214400428865226,1.2232908264918314,3.953046509338571,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.1,1,-0.24214400428865226,1.2232908264918314,7.187505360324026,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.1,2,-0.27794666905068477,1.2232908264918314,16.697758772265082,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.1,3,-0.12375084132816679,1.2232908264918314,10.329204739110352,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.1,4,-0.0485381968343736,1.2232908264918314,4.665706064095855,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.15000000000000002,0,-0.24214400428865226,1.2232908264918314,3.953046509338571,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.15000000000000002,1,-0.24214400428865226,1.2232908264918314,7.136096527733956,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.15000000000000002,2,-0.17271697297110156,1.2232908264918314,18.09467515285156,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.15000000000000002,3,-0.11199901836530021,1.2232908264918314,9.306969725608461,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.15000000000000002,4,-0.04031842791377156,1.2232908264918314,4.000720876442345,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.2,0,-0.24214400428865226,1.2232908264918314,3.953046509338571,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.2,1,-0.24214400428865226,1.2232908264918314,6.732570209220636,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.2,2,-0.11751716181354048,1.2232908264918314,13.712627048232452,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.2,3,-0.05822174424764732,1.2232908264918314,7.787193293159747,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.2,4,-0.025428726744859607,1.2232908264918314,2.734983679923452,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.25,0,-0.24214400428865226,1.2232908264918314,3.953046509338571,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.25,1,-0.24214400428865226,1.2232908264918314,6.263956325843449,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.25,2,-0.11751716181354048,1.2232908264918314,9.994723546925568,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.25,3,-0.05462941609164183,1.2232908264918314,4.735572123668204,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.25,4,-0.03280463708324225,1.2232908264918314,1.785526724615492,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.3,0,-0.24214400428865226,1.2232908264918314,3.953046509338571,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.3,1,-0.24214400428865226,1.2232908264918314,11.488327499803404,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.3,2,-0.12252509766025214,1.2232908264918314,8.73521774127869,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.3,3,-0.07880967262058143,1.2232908264918314,3.633338390209998,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.3,4,-0.06465198633721028,1.2232908264918314,1.3431907217826495,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.35000000000000003,0,-0.24214400428865226,1.2232908264918314,3.953046509338571,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.35000000000000003,1,-0.24214400428865226,1.2232908264918314,10.553753198815862,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.35000000000000003,2,-0.08741780299150531,1.2232908264918314,7.090574468383714,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.35000000000000003,3,-0.04536863477446951,1.2232908264918314,2.9164284165325736,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.35000000000000003,4,-0.038873676574973114,1.2232908264918314,1.0118087582244466,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.4,0,-0.24214400428865226,1.2232908264918314,3.953046509338571,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.4,1,-0.24214400428865226,1.2232908264918314,9.457587423313347,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.4,2,-0.12763871344853953,1.2232908264918314,6.208734075084005,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.4,3,-0.04699922318753167,1.2232908264918314,2.285174912571237,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.4,4,-0.05426922199570216,1.2232908264918314,0.7270266989435468,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.45,0,-0.24214400428865226,1.2232908264918314,3.953046509338571,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.45,1,-0.24214400428865226,1.2232908264918314,9.655057210091995,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.45,2,-0.11280878665909333,1.2232908264918314,5.189649843554169,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.45,3,-0.06979573795730777,1.2232908264918314,1.7345650198912712,6.088057913082033
19,2019-01-01,0.3,0.55,9,0.45,4,-0.056343405747419376,1.2232908264918314,0.4786937671885092,6.088057913082033
