,pfy,mkval,bm_l_cut,f_l_cut,bm_s_cut,f_s_cut,return,benchmark_ret,cum_return,cum_return_snp
19,2019-01-01,0.35,0.7000000000000002,5,0.15000000000000002,3,-0.19846839274005934,1.2232908264918314,7.0788056307646805,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.15000000000000002,4,-0.18174579638848476,1.2232908264918314,5.8337217408604785,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.2,0,-0.2223227606038307,1.2232908264918314,3.634001456815837,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.2,1,-0.2223227606038307,1.2232908264918314,3.683284788821582,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.2,2,-0.20676694133551843,1.2232908264918314,7.298728815372494,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.2,3,-0.1894812347757104,1.2232908264918314,7.078059816446821,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.2,4,-0.17357272087049205,1.2232908264918314,5.557323049006759,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.25,0,-0.2223227606038307,1.2232908264918314,3.634001456815837,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.25,1,-0.2223227606038307,1.2232908264918314,3.6708365930132816,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.25,2,-0.20676694133551843,1.2232908264918314,6.979749340135354,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.25,3,-0.1877858676255495,1.2232908264918314,6.531744126877167,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.25,4,-0.17843708924000282,1.2232908264918314,5.03717381687075,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.3,0,-0.2223227606038307,1.2232908264918314,3.634001456815837,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.3,1,-0.2223227606038307,1.2232908264918314,3.68464677390985,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.3,2,-0.20568929416358545,1.2232908264918314,6.5757680226346,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.3,3,-0.1880866807621321,1.2232908264918314,5.912549408910834,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.3,4,-0.1772989884198264,1.2232908264918314,4.434490814938631,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.35000000000000003,0,-0.2223227606038307,1.2232908264918314,3.634001456815837,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.35000000000000003,1,-0.2223227606038307,1.2232908264918314,3.669386250907925,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.35000000000000003,2,-0.20245277809664858,1.2232908264918314,6.129625507015509,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.35000000000000003,3,-0.17869561137271966,1.2232908264918314,5.475115517188054,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.35000000000000003,4,-0.16325493685898065,1.2232908264918314,4.078306979194885,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.4,0,-0.2223227606038307,1.2232908264918314,3.634001456815837,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.4,1,-0.2223227606038307,1.2232908264918314,3.66409336322271,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.4,2,-0.20208092164587668,1.2232908264918314,5.875412480968904,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.4,3,-0.17418081766966545,1.2232908264918314,5.145726600610367,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.4,4,-0.1627837699671519,1.2232908264918314,3.7217512316985326,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.45,0,-0.2223227606038307,1.2232908264918314,3.634001456815837,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.45,1,-0.2223227606038307,1.2232908264918314,3.66409336322271,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.45,2,-0.20015400721137033,1.2232908264918314,5.533837278851794,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.45,3,-0.17593361109360423,1.2232908264918314,4.72517405602975,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,5,0.45,4,-0.1580105653250029,1.2232908264918314,3.3481159286131073,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.05,0,-0.25158580255123747,1.2232908264918314,4.30681355506136,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.05,1,-0.25158580255123747,1.2232908264918314,4.389145254918747,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.05,2,-0.24527082651230583,1.2232908264918314,7.855568168637218,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.05,3,-0.23692186863776427,1.2232908264918314,7.421641278641662,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.05,4,-0.21212241305532184,1.2232908264918314,6.575803406309707,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.1,0,-0.25158580255123747,1.2232908264918314,4.30681355506136,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.1,1,-0.25158580255123747,1.2232908264918314,4.3923770436702485,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.1,2,-0.24350490481595566,1.2232908264918314,7.722966250284923,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.1,3,-0.23097459129973288,1.2232908264918314,7.218161489274916,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.1,4,-0.21249929213063792,1.2232908264918314,5.768209069710704,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.15000000000000002,0,-0.25158580255123747,1.2232908264918314,4.30681355506136,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.15000000000000002,1,-0.25158580255123747,1.2232908264918314,4.391008555112559,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.15000000000000002,2,-0.2343097182681429,1.2232908264918314,8.295164952231048,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.15000000000000002,3,-0.2147821431927815,1.2232908264918314,7.729657733067302,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.15000000000000002,4,-0.19024463206303802,1.2232908264918314,5.875568638837535,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.2,0,-0.25158580255123747,1.2232908264918314,4.30681355506136,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.2,1,-0.25158580255123747,1.2232908264918314,4.380482538974415,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.2,2,-0.22758748291439906,1.2232908264918314,8.179650505752903,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.2,3,-0.20166324331221705,1.2232908264918314,7.641209158601283,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.2,4,-0.1787616063556581,1.2232908264918314,5.432784220125612,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.25,0,-0.25158580255123747,1.2232908264918314,4.30681355506136,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.25,1,-0.25158580255123747,1.2232908264918314,4.359389013010634,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.25,2,-0.22758748291439906,1.2232908264918314,7.7428037526798175,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.25,3,-0.19910585304184097,1.2232908264918314,6.8816432602442505,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.25,4,-0.18506160651172504,1.2232908264918314,4.777653875159656,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.3,0,-0.25158580255123747,1.2232908264918314,4.30681355506136,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.3,1,-0.25158580255123747,1.2232908264918314,4.378914590322764,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.3,2,-0.22580671046568337,1.2232908264918314,7.258455386370356,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.3,3,-0.19916993409943937,1.2232908264918314,6.113409478752665,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.3,4,-0.18320088689505343,1.2232908264918314,4.095812506773526,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.35000000000000003,0,-0.25158580255123747,1.2232908264918314,4.30681355506136,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.35000000000000003,1,-0.25158580255123747,1.2232908264918314,4.354912532270038,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.35000000000000003,2,-0.22105996608923767,1.2232908264918314,6.712909212417491,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.35000000000000003,3,-0.18597736680451823,1.2232908264918314,5.611146936481564,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.35000000000000003,4,-0.16467638559923925,1.2232908264918314,3.7160900920599955,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.4,0,-0.25158580255123747,1.2232908264918314,4.30681355506136,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.4,1,-0.25158580255123747,1.2232908264918314,4.345158792756135,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.4,2,-0.22044530350414712,1.2232908264918314,6.432976320727866,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.4,3,-0.17971491464467007,1.2232908264918314,5.227737267411844,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.4,4,-0.16401034980584098,1.2232908264918314,3.3353153817500925,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.45,0,-0.25158580255123747,1.2232908264918314,4.30681355506136,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.45,1,-0.25158580255123747,1.2232908264918314,4.345158792756135,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.45,2,-0.2176256996899249,1.2232908264918314,6.038102438067664,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.45,3,-0.18192342702239528,1.2232908264918314,4.739574768944894,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,6,0.45,4,-0.15787993470074854,1.2232908264918314,2.9443460554675576,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.05,0,-0.256496979316497,1.2232908264918314,5.623204063438577,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.05,1,-0.256496979316497,1.2232908264918314,5.803850984505581,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.05,2,-0.24309994016061517,1.2232908264918314,9.888882604203038,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.05,3,-0.22633637748531507,1.2232908264918314,8.599972145340587,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.05,4,-0.17887893186563616,1.2232908264918314,6.911452547335695,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.1,0,-0.256496979316497,1.2232908264918314,5.623204063438577,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.1,1,-0.256496979316497,1.2232908264918314,5.810565082318118,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.1,2,-0.23948667870526447,1.2232908264918314,9.76537376422635,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.1,3,-0.21556882136372763,1.2232908264918314,8.272333786482616,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.1,4,-0.18440053802945702,1.2232908264918314,5.63165208156808,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.15000000000000002,0,-0.256496979316497,1.2232908264918314,5.623204063438577,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.15000000000000002,1,-0.256496979316497,1.2232908264918314,5.809518223147569,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.15000000000000002,2,-0.22085269902974558,1.2232908264918314,10.561092288482584,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.15000000000000002,3,-0.18562429959152224,1.2232908264918314,8.798578770524081,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.15000000000000002,4,-0.14832996971226522,1.2232908264918314,5.534881714369176,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.2,0,-0.256496979316497,1.2232908264918314,5.623204063438577,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.2,1,-0.256496979316497,1.2232908264918314,5.783519046027813,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.2,2,-0.20791844706115448,1.2232908264918314,10.1974126808655,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.2,3,-0.1634879214031098,1.2232908264918314,8.492485299590408,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.2,4,-0.1333137242206614,1.2232908264918314,4.8093187174039365,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.25,0,-0.256496979316497,1.2232908264918314,5.623204063438577,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.25,1,-0.256496979316497,1.2232908264918314,5.731219319289788,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.25,2,-0.20791844706115448,1.2232908264918314,9.412391620126815,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.25,3,-0.16002973585667035,1.2232908264918314,7.212197588066415,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.25,4,-0.14612057836336056,1.2232908264918314,3.968700653344655,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.3,0,-0.256496979316497,1.2232908264918314,5.623204063438577,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.3,1,-0.256496979316497,1.2232908264918314,5.783266971318023,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.3,2,-0.20485342550404628,1.2232908264918314,8.708648954716292,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.3,3,-0.16227440913583527,1.2232908264918314,6.120585827808118,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.3,4,-0.1465728697538162,1.2232908264918314,3.2055515866849085,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.35000000000000003,0,-0.256496979316497,1.2232908264918314,5.623204063438577,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.35000000000000003,1,-0.256496979316497,1.2232908264918314,5.731046111586074,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.35000000000000003,2,-0.19582036510684653,1.2232908264918314,7.8998309427367115,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.35000000000000003,3,-0.14199811148404382,1.2232908264918314,5.499873026784228,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.35000000000000003,4,-0.12100618986356676,1.2232908264918314,2.8295288877604143,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.4,0,-0.256496979316497,1.2232908264918314,5.623204063438577,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.4,1,-0.256496979316497,1.2232908264918314,5.701204815637235,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.4,2,-0.19484726540189476,1.2232908264918314,7.57540152110022,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.4,3,-0.13298941146451457,1.2232908264918314,5.032846112147534,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.4,4,-0.12277809240926733,1.2232908264918314,2.4608742817391738,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.45,0,-0.256496979316497,1.2232908264918314,5.623204063438577,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.45,1,-0.256496979316497,1.2232908264918314,5.701204815637235,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.45,2,-0.18958936415002062,1.2232908264918314,7.061738567371506,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.45,3,-0.1387093757426228,1.2232908264918314,4.42809505068664,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,7,0.45,4,-0.11670425950835794,1.2232908264918314,2.0833928484990807,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.05,0,-0.24131162906426887,1.2232908264918314,4.249364744483569,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.05,1,-0.24131162906426887,1.2232908264918314,4.681562552464554,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.05,2,-0.20734818926537033,1.2232908264918314,11.695866151463301,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.05,3,-0.17259794334125805,1.2232908264918314,8.433260814558214,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.05,4,-0.07871972011077825,1.2232908264918314,5.414159504742713,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.1,0,-0.24131162906426887,1.2232908264918314,4.249364744483569,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.1,1,-0.24131162906426887,1.2232908264918314,4.690862260850785,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.1,2,-0.19996110480922596,1.2232908264918314,12.105102362820643,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.1,3,-0.15815511193674336,1.2232908264918314,8.362629823359143,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.1,4,-0.11593382830540132,1.2232908264918314,4.245870710734356,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.15000000000000002,0,-0.24131162906426887,1.2232908264918314,4.249364744483569,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.15000000000000002,1,-0.24131162906426887,1.2232908264918314,4.698491069377281,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.15000000000000002,2,-0.15724370202905605,1.2232908264918314,13.563039237238671,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.15000000000000002,3,-0.10295512842940026,1.2232908264918314,8.959858634195962,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.15000000000000002,4,-0.06460377648379294,1.2232908264918314,4.044110115523142,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.2,0,-0.24131162906426887,1.2232908264918314,4.249364744483569,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.2,1,-0.24131162906426887,1.2232908264918314,4.634074345767897,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.2,2,-0.13284529335469109,1.2232908264918314,12.249012321471143,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.2,3,-0.07134155726482558,1.2232908264918314,8.070022115710689,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.2,4,-0.053595422563351675,1.2232908264918314,3.1301196618172664,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.25,0,-0.24131162906426887,1.2232908264918314,4.249364744483569,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.25,1,-0.24131162906426887,1.2232908264918314,4.519351741090449,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.25,2,-0.13284529335469109,1.2232908264918314,10.690298731918352,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.25,3,-0.07018471920076849,1.2232908264918314,6.070717352220662,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.25,4,-0.08046435149228484,1.2232908264918314,2.3377533203183773,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.3,0,-0.24131162906426887,1.2232908264918314,4.249364744483569,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.3,1,-0.24131162906426887,1.2232908264918314,4.870922943612172,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.3,2,-0.129859054940076,1.2232908264918314,9.584880598172859,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.3,3,-0.08286188308211617,1.2232908264918314,4.720420853636894,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.3,4,-0.0895723626688011,1.2232908264918314,1.6907144323498113,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.35000000000000003,0,-0.24131162906426887,1.2232908264918314,4.249364744483569,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.35000000000000003,1,-0.24131162906426887,1.2232908264918314,4.751267366504877,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.35000000000000003,2,-0.112149387108815,1.2232908264918314,8.297849535603897,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.35000000000000003,3,-0.05727341460736889,1.2232908264918314,4.083587255093929,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.35000000000000003,4,-0.05913834810371483,1.2232908264918314,1.415459900952143,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.4,0,-0.24131162906426887,1.2232908264918314,4.249364744483569,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.4,1,-0.24131162906426887,1.2232908264918314,4.65916177609333,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.4,2,-0.11167698038804007,1.2232908264918314,7.966927425761183,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.4,3,-0.04745891817324459,1.2232908264918314,3.602199713155507,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.4,4,-0.06706404160693197,1.2232908264918314,1.1556665800170856,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.45,0,-0.24131162906426887,1.2232908264918314,4.249364744483569,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.45,1,-0.24131162906426887,1.2232908264918314,4.65916177609333,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.45,2,-0.10190832593036789,1.2232908264918314,7.241432469028831,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.45,3,-0.06264532777522602,1.2232908264918314,2.9855053865462993,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,8,0.45,4,-0.06410852136154213,1.2232908264918314,0.8810616598127441,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.05,0,-0.39974839321990185,1.2232908264918314,3.075382633272234,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.05,1,-0.39974839321990185,1.2232908264918314,5.001990609544168,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.05,2,-0.10071602201914968,1.2232908264918314,28.63150926974344,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.05,3,-0.03662390300823826,1.2232908264918314,6.186161539504555,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.05,4,0.13856415192219224,1.2232908264918314,2.833335345901619,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.1,0,-0.39974839321990185,1.2232908264918314,3.075382633272234,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.1,1,-0.39974839321990185,1.2232908264918314,5.165189714985596,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.1,2,-0.09182371988551016,1.2232908264918314,26.704309155013284,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.1,3,-0.056241689936722065,1.2232908264918314,7.452316718263475,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.1,4,-0.030235552986491894,1.2232908264918314,2.478802593572361,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.15000000000000002,0,-0.39974839321990185,1.2232908264918314,3.075382633272234,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.15000000000000002,1,-0.39974839321990185,1.2232908264918314,5.19021252326258,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.15000000000000002,2,0.03984537653320844,1.2232908264918314,30.49607787992844,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.15000000000000002,3,0.038666403384466794,1.2232908264918314,8.17088103630086,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.15000000000000002,4,0.02961315923913978,1.2232908264918314,2.3677229218091433,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.2,0,-0.39974839321990185,1.2232908264918314,3.075382633272234,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.2,1,-0.39974839321990185,1.2232908264918314,4.450598346944,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.2,2,0.06129679522884491,1.2232908264918314,21.076437569009553,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.2,3,0.06353154919979238,1.2232908264918314,6.242263707946572,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.2,4,0.024203882369332907,1.2232908264918314,1.5152577498434079,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.25,0,-0.39974839321990185,1.2232908264918314,3.075382633272234,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.25,1,-0.39974839321990185,1.2232908264918314,3.737390589814808,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.25,2,0.06129679522884491,1.2232908264918314,14.995666311727863,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.25,3,0.05192360587385627,1.2232908264918314,3.7644082044107483,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.25,4,-0.02264704308771523,1.2232908264918314,0.951269913206297,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.3,0,-0.39974839321990185,1.2232908264918314,3.075382633272234,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.3,1,-0.39974839321990185,1.2232908264918314,7.367514279642661,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.3,2,0.04175303651128408,1.2232908264918314,11.967288785662245,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.3,3,0.011534400791640741,1.2232908264918314,2.493157489194225,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.3,4,-0.04455155719355976,1.2232908264918314,0.5153493064328463,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.35000000000000003,0,-0.39974839321990185,1.2232908264918314,3.075382633272234,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.35000000000000003,1,-0.39974839321990185,1.2232908264918314,6.52225982169154,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.35000000000000003,2,0.074343058641304,1.2232908264918314,8.979279052001623,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.35000000000000003,3,0.03506417177398273,1.2232908264918314,2.037870896078722,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.35000000000000003,4,-0.01179712646235872,1.2232908264918314,0.36410834549872373,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.4,0,-0.39974839321990185,1.2232908264918314,3.075382633272234,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.4,1,-0.39974839321990185,1.2232908264918314,5.894837638273294,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.4,2,0.06621126332375474,1.2232908264918314,8.462977444230262,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.4,3,0.04151552975880634,1.2232908264918314,1.7070928088891124,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.4,4,-0.026913351753383472,1.2232908264918314,0.23018370810599698,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.45,0,-0.39974839321990185,1.2232908264918314,3.075382633272234,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.45,1,-0.39974839321990185,1.2232908264918314,5.894837638273294,6.088057913082033
19,2019-01-01,0.35,0.7000000000000002,9,0.45,2,0.08169685669796059,1.2232908264918314,7.141056246851207,6.088057913082033
